unit_id,unit_name,type,tonnage,Age of War / Star League,Early Succession War,Late Succession War - LosTech,Late Succession War - Renaissance,Clan Invasion,Civil War,Jihad,Early Republic,Dark Age,ilClan
2247,Naga A,BattleMech,80,,Clan Hell's Horses; Clan Wolf,Clan Hell's Horses; Clan Wolf,Clan Blood Spirit; Clan Hell's Horses; Clan Wolf,Clan Blood Spirit; Clan Cloud Cobra; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Wolf; Clan Wolf (in Exile),Clan Blood Spirit; Clan Cloud Cobra; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Wolf; Clan Wolf (in Exile),Clan Blood Spirit; Clan Burrock; Clan Cloud Cobra; Clan Coyote; Clan Hell's Horses; Clan Ice Hellion; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Stone Lion; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Raven Alliance,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Raven Alliance; Scorpion Empire,Clan Hell's Horses; Raven Alliance; Scorpion Empire; Star League (Clan Wolf); Wolf Empire
2248,Naga B,BattleMech,80,,Clan Hell's Horses; Clan Wolf,Clan Hell's Horses; Clan Wolf,Clan Blood Spirit; Clan Hell's Horses; Clan Wolf,Clan Blood Spirit; Clan Cloud Cobra; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Wolf; Clan Wolf (in Exile),Clan Blood Spirit; Clan Cloud Cobra; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Wolf; Clan Wolf (in Exile),Clan Blood Spirit; Clan Burrock; Clan Cloud Cobra; Clan Coyote; Clan Hell's Horses; Clan Ice Hellion; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Stone Lion; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Raven Alliance,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Raven Alliance; Scorpion Empire,Clan Hell's Horses; Raven Alliance; Scorpion Empire; Star League (Clan Wolf); Wolf Empire
2249,Naga C,BattleMech,80,,Clan Hell's Horses; Clan Wolf,Clan Hell's Horses; Clan Wolf,Clan Blood Spirit; Clan Hell's Horses; Clan Wolf,Clan Blood Spirit; Clan Cloud Cobra; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Wolf; Clan Wolf (in Exile),Clan Blood Spirit; Clan Cloud Cobra; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Wolf; Clan Wolf (in Exile),Clan Blood Spirit; Clan Burrock; Clan Cloud Cobra; Clan Coyote; Clan Hell's Horses; Clan Ice Hellion; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Stone Lion; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Raven Alliance,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Raven Alliance; Scorpion Empire,Clan Hell's Horses; Raven Alliance; Scorpion Empire; Star League (Clan Wolf); Wolf Empire
2250,Naga D,BattleMech,80,,Clan Hell's Horses; Clan Wolf,Clan Hell's Horses; Clan Wolf,Clan Blood Spirit; Clan Hell's Horses; Clan Wolf,Clan Blood Spirit; Clan Cloud Cobra; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Wolf; Clan Wolf (in Exile),Clan Blood Spirit; Clan Cloud Cobra; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Wolf; Clan Wolf (in Exile),Clan Blood Spirit; Clan Burrock; Clan Cloud Cobra; Clan Coyote; Clan Hell's Horses; Clan Ice Hellion; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Stone Lion; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Raven Alliance,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Raven Alliance; Scorpion Empire,Clan Hell's Horses; Raven Alliance; Scorpion Empire; Star League (Clan Wolf); Wolf Empire
4693,Naga Destroyer  ,Advanced Aerospace,540000,Rim Worlds Republic - Home Guard; Rim Worlds Republic - Terran Corps,Capellan Confederation; Draconis Combine; Federated Suns; Lyran Commonwealth,Insufficient Data,Insufficient Data,,,,,,
9323,Naga II A,BattleMech,80,,Clan Hell's Horses; Clan Wolf,Clan Hell's Horses; Clan Wolf,Clan Blood Spirit; Clan Hell's Horses; Clan Wolf,Clan Blood Spirit; Clan Cloud Cobra; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Wolf; Clan Wolf (in Exile),Clan Blood Spirit; Clan Cloud Cobra; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Wolf; Clan Wolf (in Exile),Clan Blood Spirit; Clan Burrock; Clan Cloud Cobra; Clan Coyote; Clan Hell's Horses; Clan Ice Hellion; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Stone Lion; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Raven Alliance,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Raven Alliance; Scorpion Empire,Clan Hell's Horses; Raven Alliance; Scorpion Empire; Star League (Clan Wolf); Wolf Empire
9324,Naga II B,BattleMech,80,,Clan Hell's Horses; Clan Wolf,Clan Hell's Horses; Clan Wolf,Clan Blood Spirit; Clan Hell's Horses; Clan Wolf,Clan Blood Spirit; Clan Cloud Cobra; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Wolf; Clan Wolf (in Exile),Clan Blood Spirit; Clan Cloud Cobra; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Wolf; Clan Wolf (in Exile),Clan Blood Spirit; Clan Burrock; Clan Cloud Cobra; Clan Coyote; Clan Hell's Horses; Clan Ice Hellion; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Stone Lion; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Raven Alliance,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Raven Alliance; Scorpion Empire,Clan Hell's Horses; Raven Alliance; Scorpion Empire; Star League (Clan Wolf); Wolf Empire
9325,Naga II C,BattleMech,80,,Clan Hell's Horses; Clan Wolf,Clan Hell's Horses; Clan Wolf,Clan Blood Spirit; Clan Hell's Horses; Clan Wolf,Clan Blood Spirit; Clan Cloud Cobra; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Wolf; Clan Wolf (in Exile),Clan Blood Spirit; Clan Cloud Cobra; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Wolf; Clan Wolf (in Exile),Clan Blood Spirit; Clan Burrock; Clan Cloud Cobra; Clan Coyote; Clan Hell's Horses; Clan Ice Hellion; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Stone Lion; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Raven Alliance,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Raven Alliance; Scorpion Empire,Clan Hell's Horses; Raven Alliance; Scorpion Empire; Star League (Clan Wolf); Wolf Empire
9326,Naga II H,BattleMech,80,,,,,Clan Blood Spirit; Clan Cloud Cobra; Clan Hell's Horses; Clan Jade Falcon; Clan Star Adder; Clan Steel Viper; Clan Wolf; Clan Wolf (in Exile),Clan Blood Spirit; Clan Cloud Cobra; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Wolf; Clan Wolf (in Exile),Clan Blood Spirit; Clan Burrock; Clan Cloud Cobra; Clan Coyote; Clan Hell's Horses; Clan Ice Hellion; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Stone Lion; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Raven Alliance,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Raven Alliance; Scorpion Empire,Clan Hell's Horses; Raven Alliance; Scorpion Empire; Star League (Clan Wolf); Wolf Empire
9322,Naga II Prime,BattleMech,80,,Clan Hell's Horses; Clan Wolf,Clan Hell's Horses; Clan Wolf,Clan Blood Spirit; Clan Hell's Horses; Clan Wolf,Clan Blood Spirit; Clan Cloud Cobra; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Wolf; Clan Wolf (in Exile),Clan Blood Spirit; Clan Cloud Cobra; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Wolf; Clan Wolf (in Exile),Clan Blood Spirit; Clan Burrock; Clan Cloud Cobra; Clan Coyote; Clan Hell's Horses; Clan Ice Hellion; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Stone Lion; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Raven Alliance,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Raven Alliance; Scorpion Empire,Clan Hell's Horses; Raven Alliance; Scorpion Empire; Star League (Clan Wolf); Wolf Empire
9327,Naga II W,BattleMech,80,,,,,,,,,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Raven Alliance; Scorpion Empire,Clan Hell's Horses; Raven Alliance; Scorpion Empire; Star League (Clan Wolf); Wolf Empire
2251,Naga Prime,BattleMech,80,,Clan Hell's Horses; Clan Wolf,Clan Hell's Horses; Clan Wolf,Clan Blood Spirit; Clan Hell's Horses; Clan Wolf,Clan Blood Spirit; Clan Cloud Cobra; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Wolf; Clan Wolf (in Exile),Clan Blood Spirit; Clan Cloud Cobra; Clan Hell's Horses; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Wolf; Clan Wolf (in Exile),Clan Blood Spirit; Clan Burrock; Clan Cloud Cobra; Clan Coyote; Clan Hell's Horses; Clan Ice Hellion; Clan Jade Falcon; Clan Snow Raven; Clan Star Adder; Clan Steel Viper; Clan Stone Lion; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Raven Alliance,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Raven Alliance; Scorpion Empire,Clan Hell's Horses; Raven Alliance; Scorpion Empire; Star League (Clan Wolf); Wolf Empire
9578,Naga T,BattleMech,80,,,,,,,,,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Escorpión Imperio; Raven Alliance; Scorpion Empire,Clan Hell's Horses; Raven Alliance; Scorpion Empire; Star League (Clan Wolf); Wolf Empire
6580,Nagasawa DropShip  ,Aerospace,3000,,,,,,,,,,Alyina Mercantile League; Clan Jade Falcon; Clan Protectorate; Star League (Clan Jade Falcon)
2252,Naginata NG-C3A,BattleMech,95,,,,,Draconis Combine,Draconis Combine,Draconis Combine; Word of Blake,Draconis Combine,Draconis Combine,Draconis Combine
2253,Naginata NG-C3Ar,BattleMech,95,,,,,,,Draconis Combine; Word of Blake,Draconis Combine; Mercenary; Republic of the Sphere,Draconis Combine; Republic of the Sphere,Draconis Combine
2254,Naginata NG-C3B,BattleMech,95,,,,,,Draconis Combine,Draconis Combine,Draconis Combine,Draconis Combine,Draconis Combine
2255,Naginata NG-C3C,BattleMech,95,,,,,,Draconis Combine,Draconis Combine,Draconis Combine,Draconis Combine,Draconis Combine
7621,Naja  ,BattleMech,55,,HW Clan General,Clan Blood Spirit; Clan Cloud Cobra; Clan Steel Viper,Clan Cloud Cobra,Clan Cloud Cobra,Extinct,Extinct,Extinct,Escorpión Imperio; Scorpion Empire,Scorpion Empire
7622,Naja KTO-19b-EC,BattleMech,55,,Clan Blood Spirit; Clan Cloud Cobra; Clan Mongoose; Clan Steel Viper,Clan Blood Spirit; Clan Cloud Cobra,Extinct,Extinct,Extinct,Extinct,Escorpión Imperio,Escorpión Imperio; Scorpion Empire,
6990,Narukami Destroyer (Block I),Advanced Aerospace,670000,Draconis Combine,Draconis Combine,,,,,,,,
6991,Narukami Destroyer (Block II),Advanced Aerospace,670000,Draconis Combine,Draconis Combine,Draconis Combine,Draconis Combine,,,,,,
6388,Narukami Heavy Tank NK-1C,Combat Vehicle,90,,,,,,,,Draconis Combine,Draconis Combine,Draconis Combine
6389,Narukami Heavy Tank NK-BC3,Combat Vehicle,90,,,,,,,,,Draconis Combine,Draconis Combine
6513,Neanderthal NTL-AG,BattleMech,80,,,,,,,,,Free Worlds League; Free Worlds League (Regulan Fiefs); Lyran Commonwealth,Free Worlds League; Lyran Commonwealth; Tamar Pact
6514,Neanderthal NTL-UG,BattleMech,80,,,,,,,,,Free Worlds League; Free Worlds League (Regulan Fiefs); Lyran Commonwealth,Free Worlds League; Lyran Commonwealth
4699,Nekohono'o  ,Aerospace,16000,,,,,,Clan Nova Cat,Clan Nova Cat,Clan Nova Cat,Clan Nova Cat,Clan Protectorate
4698,Nekohono'o (HQ),Aerospace,16000,,,,,,,Unique,,,
4700,Nephilim Assault Battle Armor (Capture Team) [HMG] (Sqd4),Infantry,2,,,,,,,BA: Other Squad Size in Use,Extinct,Extinct,
8645,Nephilim Assault Battle Armor (Capture Team) [HMG] (Sqd5),Infantry,2,,,,,,,BA: Other Squad Size in Use,Extinct,Extinct,
9009,Nephilim Assault Battle Armor (Capture Team) [HMG] (Sqd6),Infantry,2,,,,,,,Word of Blake,Extinct,Extinct,
4702,Nephilim Assault Battle Armor (Gauss) (Sqd4),Infantry,2,,,,,,,BA: Other Squad Size in Use,Extinct,Extinct,
8646,Nephilim Assault Battle Armor (Gauss) (Sqd5),Infantry,2,,,,,,,BA: Other Squad Size in Use,Extinct,Extinct,
9010,Nephilim Assault Battle Armor (Gauss) (Sqd6),Infantry,2,,,,,,,Word of Blake,Extinct,Extinct,
4703,Nephilim Assault Battle Armor (Narc) (Sqd4),Infantry,2,,,,,,,BA: Other Squad Size in Use,Extinct,Extinct,
8647,Nephilim Assault Battle Armor (Narc) (Sqd5),Infantry,2,,,,,,,BA: Other Squad Size in Use,Extinct,Extinct,
9011,Nephilim Assault Battle Armor (Narc) (Sqd6),Infantry,2,,,,,,,Word of Blake,Extinct,Extinct,
4704,Nephilim Assault Battle Armor (Seeker) [MG] (Sqd4),Infantry,2,,,,,,,BA: Other Squad Size in Use,Extinct,Extinct,
8648,Nephilim Assault Battle Armor (Seeker) [MG] (Sqd5),Infantry,2,,,,,,,BA: Other Squad Size in Use,Extinct,Extinct,
9012,Nephilim Assault Battle Armor (Seeker) [MG] (Sqd6),Infantry,2,,,,,,,Word of Blake,Extinct,Extinct,
4706,Nephilim Assault Battle Armor (Support) (Sqd4),Infantry,2,,,,,,,BA: Other Squad Size in Use,Extinct,Extinct,
8649,Nephilim Assault Battle Armor (Support) (Sqd5),Infantry,2,,,,,,,BA: Other Squad Size in Use,Extinct,Extinct,
9013,Nephilim Assault Battle Armor (Support) (Sqd6),Infantry,2,,,,,,,Word of Blake,Extinct,Extinct,
4707,Nephilim Assault Battle Armor [Plasma] (Sqd4),Infantry,2,,,,,,,BA: Other Squad Size in Use,Extinct,Extinct,
8650,Nephilim Assault Battle Armor [Plasma] (Sqd5),Infantry,2,,,,,,,BA: Other Squad Size in Use,Extinct,Extinct,
9014,Nephilim Assault Battle Armor [Plasma] (Sqd6),Infantry,2,,,,,,,Word of Blake,Extinct,Extinct,
5851,Neptune Hyper  ,Combat Vehicle,100,,,,Draconis Combine,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
4711,Neptune Submarine  ,Combat Vehicle,100,,,Draconis Combine; Federated Suns; Lyran Commonwealth,Draconis Combine; Federated Suns; Lyran Commonwealth,Draconis Combine; Federated Commonwealth; Federated Suns; Lyran Alliance; Lyran Commonwealth,Draconis Combine; Federated Commonwealth; Federated Suns; Lyran Alliance,Draconis Combine; Federated Suns; Lyran Alliance,Draconis Combine; Federated Suns; Lyran Commonwealth,Draconis Combine; Federated Suns; Lyran Commonwealth,Draconis Combine; Federated Suns; Lyran Commonwealth; Tamar Pact; Vesper Marches
2258,Neptune Submarine (Hunter-Killer),Combat Vehicle,100,,,,Draconis Combine; Federated Suns,Draconis Combine; Federated Commonwealth; Federated Suns,Draconis Combine; Federated Commonwealth; Federated Suns,Draconis Combine; Federated Suns,Draconis Combine; Federated Suns,Draconis Combine; Federated Suns,Draconis Combine; Federated Suns
4709,Neptune Submarine (LRT),Combat Vehicle,100,,,Federated Suns,Federated Suns,Federated Commonwealth; Federated Suns,Federated Commonwealth; Federated Suns,Federated Suns,Federated Suns,Federated Suns,Federated Suns
4710,Neptune Submarine (SRT),Combat Vehicle,100,,,Federated Suns,Federated Suns,Federated Commonwealth; Federated Suns,Federated Commonwealth; Federated Suns,Federated Suns,Federated Suns,Federated Suns,Federated Suns
4712,New Syrtis Carrier (2557),Advanced Aerospace,920000,Federated Suns,Federated Suns,,,,,,,,
4714,Newgrange III YardShip  ,Advanced Aerospace,2300000,,,ComStar,ComStar,ComStar; Word of Blake,ComStar,ComStar,,,
4713,"Newgrange III YardShip ""Eyrines""",Advanced Aerospace,2300000,,,,,,,Unique,Insufficient Data,Insufficient Data,Insufficient Data
2261,Nexus II NXS2-A,BattleMech,25,,,,,,Word of Blake,Word of Blake,Extinct,Extinct,
2262,Nexus II NXS2-B,BattleMech,25,,,,,,Word of Blake,Word of Blake,Extinct,Extinct,
2259,Nexus NXS1-A,BattleMech,25,,,,,ComStar; Word of Blake,ComStar; Word of Blake,ComStar; Escorpión Imperio; Word of Blake,Escorpión Imperio,Extinct,
2260,Nexus NXS1-B,BattleMech,25,,,,,,Word of Blake,Word of Blake,Extinct,Extinct,
8412,Nexus NXS1-C,BattleMech,25,,,,,,,,,ComStar; Republic of the Sphere,Capellan Confederation
4716,Nifty Transportable Field Repair Unit  ,Support Vehicle,0,,,,,,,Mercenary,Mercenary,,
9233,Night Chanter A,BattleMech,45,,HW Clan General,HW Clan General,Clan Blood Spirit; Clan Cloud Cobra; Clan Coyote; Clan Fire Mandrill; Clan Ice Hellion,Clan Blood Spirit; Clan Cloud Cobra; Clan Coyote; Clan Fire Mandrill,Clan Blood Spirit; Clan Coyote,Clan Blood Spirit; Clan Coyote,Extinct,Extinct,
9232,Night Chanter Prime,BattleMech,45,,HW Clan General,HW Clan General,Clan Blood Spirit; Clan Cloud Cobra; Clan Coyote; Clan Fire Mandrill; Clan Ice Hellion,Clan Blood Spirit; Clan Cloud Cobra; Clan Coyote; Clan Fire Mandrill,Clan Blood Spirit; Clan Coyote,Clan Blood Spirit; Clan Coyote,Extinct,Extinct,
2263,Night Gyr A,BattleMech,75,,,,,Clan Jade Falcon; Clan Smoke Jaguar,Clan Goliath Scorpion; Clan Jade Falcon; Clan Star Adder,Clan Burrock; Clan Cloud Cobra; Clan Goliath Scorpion; Clan Jade Falcon; Clan Star Adder; Escorpión Imperio,Clan Jade Falcon; Escorpión Imperio,Clan Jade Falcon; Clan Sea Fox; Escorpión Imperio; Scorpion Empire,Alyina Mercantile League; Clan Sea Fox; Rasalhague Dominion; Scorpion Empire; Star League (Clan Jade Falcon)
